Nom complet,Adresse,Email,Téléphone,Nationalité,Métier,Années d’expérience,Formation,Institution,Compétences,Certificats,Langues parlées,Hobbies,Expériences,Références,Langue du CV,Format,Template
Salma Robleh Salah Djamal,"Avenue Gabode, Djibouti",salma.salahdjamal@example.com,25377427468,Djibouti,Technicien son,19,Baccalauréat,Lycée d’État de Djibouti,"Mixage, Gestion du son, Installation, Technologie","IELTS (Lycée d’État de Djibouti), CAPES (École Nationale de Commerce)","Arabe (Débutant), Français (Intermédiaire)","Football, Voyage, Musique","['Technicien son chez Aéroport International de Djibouti (2023-2025): Gestion du son, Dépannage', 'Technicien son chez Banque de Djibouti (2020-2023): Mixage, Installation, Gestion du son, Technologie, Dépannage', 'Technicien son Junior chez Marchand S.A. (2018-2020): Technologie, Gestion du son, Mixage, Dépannage, Installation', 'Technicien son Junior chez Lamy (2014-2018): Gestion du son, Mixage, Dépannage, Installation', 'Technicien son Senior chez Électricité de Djibouti (2011-2014): Dépannage, Installation, Gestion du son, Technologie', 'Technicien son chez Djibouti Telecom (2006-2011): Installation, Dépannage, Technologie']","['Gilbert Delaunay, Collègue, gilbert.delaunay']",Français,pdf,modern
Hani Rihana Saidou Barkat,"Boulevard de la République, Djibouti",hani.saidoubarkat@example.com,25377109810,Djibouti,Technicien lumière,9,Licence en Technicien lumière,Centre de Formation Technique de Balbala,"Connaissance des équipements, Installation lumière, Dépannage, Créativité, Programmation","Microsoft Certified: Azure Fundamentals (Université de Djibouti), AWS Certified Solutions Architect (Centre de Formation Technique de Balbala), First Aid Certification (École Nationale de Commerce)","Arabe (Intermédiaire), Français (Débutant)","Musique, Cuisine","['Technicien lumière Junior chez Techer SARL (2020-2025): Installation lumière, Programmation', 'Technicien lumière Senior chez Blanchet (2017-2020): Créativité, Installation lumière', 'Technicien lumière Senior chez Lacombe Martel S.A.S. (2016-2017): Dépannage, Installation lumière, Programmation, Connaissance des équipements, Créativité']","['Douglas Mccarthy, Collègue, douglas.mccarthy', 'Adélaïde Berger, Collègue, adélaïde.berger']",Français,pdf,classic
Yassin Kalif Hersi Samatar,"Rue de Balbala, Djibouti",yassin.hersisamatar@example.com,25377768472,Djibouti,Styliste,13,Baccalauréat,Lycée d’État de Djibouti,"Croquis, Tendances, Conception de mode, Créativité, Communication","IELTS (Université de Djibouti), Coursera Machine Learning (Institut de Formation Professionnelle)","Arabe (Débutant), Français (Intermédiaire), Afar (Intermédiaire)","Cuisine, Voyage","['Styliste chez De Sousa (2023-2025): Créativité, Communication, Croquis, Conception de mode, Tendances', 'Styliste Junior chez Hôpital Général Peltier (2020-2023): Conception de mode, Communication, Tendances, Croquis', 'Styliste chez Aéroport International de Djibouti (2018-2020): Créativité, Tendances, Croquis, Conception de mode, Communication']","['Nicolas Peron, Manager, nicolas.peron']",Français,pdf,classic
Awaleh Nadra Jamal Sharmarke,"Avenue Gabode, Djibouti",awaleh.jamalsharmarke@example.com,25377537656,Djibouti,Modéliste,2,Baccalauréat,Université de Djibouti,"Couture, Précision, Connaissance des tissus, Conception","Google Data Analytics (École Nationale de Commerce), Scrum Master (Université de Djibouti)","Arabe (Intermédiaire), Français (Intermédiaire), Anglais (Courant)","Lecture, Cuisine, Football, Voyage","['Modéliste Junior chez Électricité de Djibouti (2023-2025): Connaissance des tissus, Patronage, Précision, Couture, Conception']","['Mark Pierce, Superviseur, mark.pierce']",Français,pdf,classic
Ibrahim Zaynab Abdi Barre,"Cité Arhiba, Djibouti",ibrahim.abdibarre@example.com,25377434771,Djibouti,Couturier,4,Licence en Couturier,Institut de Formation Professionnelle,"Couture, Confection, Précision, Service client, Connaissance des tissus",CFA Level 1 (Lycée d’État de Djibouti),"Arabe (Intermédiaire), Français (Intermédiaire)","Musique, Lecture, Voyage, Football","['Couturier chez Lopez (2023-2025): Couture, Service client, Confection, Connaissance des tissus, Précision']","['Charles Le Gall, Collègue, charles.le.gall', 'Dorothée Gauthier, Collègue, dorothée.gauthier']",Français,pdf,classic
Barre Ismahan Ali Tahlil,"Rue de Balbala, Djibouti",barre.alitahlil@example.com,25377857243,Djibouti,Bijoutier,14,Diplôme professionnel,Lycée d’État de Djibouti,"Créativité, Précision, Sertissage, Travail des métaux",First Aid Certification (Lycée d’État de Djibouti),"Arabe (Courant), Français (Débutant), Afar (Débutant)","Musique, Voyage","['Bijoutier chez Aéroport International de Djibouti (2021-2025): Créativité, Travail des métaux, Sertissage', 'Bijoutier Senior chez Banque de Djibouti (2019-2021): Créativité, Sertissage', 'Bijoutier Junior chez Port de Djibouti (2016-2019): Conception de bijoux, Travail des métaux', 'Bijoutier chez Lévêque S.A. (2013-2016): Travail des métaux, Conception de bijoux, Créativité', 'Bijoutier Senior chez Gallet Traore SARL (2012-2013): Conception de bijoux, Travail des métaux']","['Kevin Bowman, Manager, kevin.bowman']",Français,pdf,classic
Abdi Bilan Mahdi Robleh,"Avenue Gabode, Djibouti",abdi.mahdirobleh@example.com,25377506592,Djibouti,Horloger,1,Master en Horloger,École Nationale de Commerce,"Réparation de montres, Assemblage, Connaissance mécanique, Précision, Service client","First Aid Certification (Université de Djibouti), IELTS (Université de Djibouti)","Arabe (Intermédiaire), Français (Intermédiaire)","Cuisine, Lecture, Voyage","['Horloger Senior chez Banque de Djibouti (2024-2025): Connaissance mécanique, Service client, Assemblage, Réparation de montres, Précision']","['Virginie Pelletier, Superviseur, virginie.pelletier', 'Charlotte Blanc, Collègue, charlotte.blanc']",Français,pdf,compact
Mako Bilan Sharmarke Warsame,"Boulevard de la République, Djibouti",mako.sharmarkewarsame@example.com,25377418297,Djibouti,Ébéniste,0,Doctorat en {job},Centre de Formation Technique de Balbala,"Créativité, Finition, Conception de meubles, Précision","PMP (Lycée d’État de Djibouti), TOEFL (Université de Djibouti)","Arabe (Courant), Français (Courant), Afar (Courant)","Lecture, Photographie, Cuisine",[],"['Adélaïde Fontaine, Collègue, adélaïde.fontaine', 'Lucas-William Delorme, Superviseur, lucas-william.delorme']",Français,pdf,modern
Suleyman Farhan Houssein Hassan,"Cité Arhiba, Djibouti",suleyman.housseinhassan@example.com,25377175815,Djibouti,Menuisier,8,Licence en Menuisier,Université de Djibouti,"Assemblage, Précision, Utilisation d'outils, Lecture de plans, Travail du bois","CompTIA Security+ (Lycée d’État de Djibouti), Google Data Analytics (Institut de Formation Professionnelle), PMP (Institut de Formation Professionnelle)","Arabe (Débutant), Français (Débutant)","Voyage, Cuisine","[""Menuisier chez Banque de Djibouti (2020-2025): Utilisation d'outils, Précision"", ""Menuisier Junior chez Djibouti Telecom (2019-2020): Lecture de plans, Utilisation d'outils, Assemblage, Travail du bois, Précision""]","['Melissa Chapman, Superviseur, melissa.chapman']",Français,pdf,modern
Ifrah Deka Barkhad Robleh,"Quartier Ambouli, Djibouti",ifrah.barkhadrobleh@example.com,25377816130,Djibouti,Charpentier,18,Baccalauréat,Centre de Formation Technique de Balbala,"Précision, Normes de sécurité, Lecture de plans, Construction de structures, Travail du bois",TOEFL (Institut de Formation Professionnelle),"Français (Intermédiaire), Afar (Intermédiaire)","Voyage, Cuisine","['Charpentier Junior chez Delaunay Perrot S.A.R.L. (2022-2025): Travail du bois, Précision, Lecture de plans', 'Charpentier Senior chez Port de Djibouti (2018-2022): Normes de sécurité, Lecture de plans', 'Charpentier Junior chez Laurent (2015-2018): Précision, Normes de sécurité, Construction de structures', 'Charpentier Junior chez Hôpital Général Peltier (2011-2015): Précision, Normes de sécurité, Travail du bois, Construction de structures', 'Charpentier Junior chez Lévy Jourdan SA (2008-2011): Précision, Travail du bois, Normes de sécurité, Construction de structures, Lecture de plans', 'Charpentier Senior chez Banque de Djibouti (2007-2008): Précision, Construction de structures']","['Laurent Le Dos Santos, Manager, laurent.le.dos.santos']",Français,pdf,compact
Idriss Hibo Mohamed Farhan,"Quartier Ambouli, Djibouti",idriss.mohamedfarhan@example.com,25377825422,Djibouti,Maçon,0,Master en Maçon,Université de Djibouti,"Travail d'équipe, Construction, Normes de sécurité, Lecture de plans, Maçonnerie",Coursera Machine Learning (Institut de Formation Professionnelle),"Arabe (Courant), Français (Courant), Afar (Courant)","Musique, Cuisine, Photographie, Football",[],"['Michelle Spence, Superviseur, michelle.spence', 'Randy Cox, Superviseur, randy.cox']",Français,pdf,compact
Robleh Hassanali Ismail Deria,"Avenue Gabode, Djibouti",robleh.ismailderia@example.com,25377945666,Djibouti,Peintre en bâtiment,15,BTS en Peintre en bâtiment,Institut de Formation Professionnelle,"Peinture, Précision, Connaissance des matériaux, Service client, Préparation de surfaces",Cisco CCNA (Lycée d’État de Djibouti),"Arabe (Courant), Français (Intermédiaire), Afar (Intermédiaire)","Voyage, Lecture, Musique, Photographie","['Peintre en bâtiment chez Ministère de l’Éducation (2021-2025): Connaissance des matériaux, Préparation de surfaces, Peinture, Précision, Service client', 'Peintre en bâtiment Junior chez Blondel (2017-2021): Précision, Préparation de surfaces, Connaissance des matériaux, Service client, Peinture', 'Peintre en bâtiment Senior chez Djibouti Telecom (2016-2017): Connaissance des matériaux, Préparation de surfaces, Précision', 'Peintre en bâtiment chez Aéroport International de Djibouti (2013-2016): Précision, Préparation de surfaces, Peinture']","['Chelsey Rivera PhD, Collègue, chelsey.rivera.phd']",Français,pdf,compact
Fawzia Anab Ahmed Gedi,"Boulevard de la République, Djibouti",fawzia.ahmedgedi@example.com,25377271455,Djibouti,Carreleur,7,BTS en Carreleur,Institut de Formation Professionnelle,"Pose de carrelage, Normes de qualité, Précision, Préparation de surfaces",Coursera Machine Learning (Centre de Formation Technique de Balbala),"Arabe (Intermédiaire), Français (Intermédiaire), Anglais (Intermédiaire)","Cuisine, Photographie","['Carreleur Junior chez Banque de Djibouti (2023-2025): Normes de qualité, Pose de carrelage, Préparation de surfaces, Précision', 'Carreleur Senior chez Da Silva (2022-2023): Coupe, Préparation de surfaces', 'Carreleur Senior chez Gallet (2019-2022): Coupe, Préparation de surfaces']","['Robert Bousquet de Schmitt, Manager, robert.bousquet.de.schmitt', 'Joseph Rodrigues, Collègue, joseph.rodrigues']",Français,pdf,compact
Hibo Aliyow Faysal Barre,"Boulevard de la République, Djibouti",hibo.faysalbarre@example.com,25377240751,Djibouti,Couvreur,14,Licence en Couvreur,Institut de Formation Professionnelle,"Réparation, Pose de toitures, Travail en hauteur, Normes de sécurité",Cisco CCNA (Université de Djibouti),"Arabe (Courant), Français (Intermédiaire)","Photographie, Cuisine","['Couvreur Junior chez Ministère de l’Éducation (2022-2025): Pose de toitures, Connaissance des matériaux, Travail en hauteur, Normes de sécurité', 'Couvreur Junior chez Mace (2018-2022): Réparation, Travail en hauteur, Normes de sécurité, Pose de toitures, Connaissance des matériaux', 'Couvreur Junior chez Hôpital Général Peltier (2017-2018): Travail en hauteur, Normes de sécurité', 'Couvreur chez Électricité de Djibouti (2012-2017): Travail en hauteur, Connaissance des matériaux, Pose de toitures', 'Couvreur Junior chez Électricité de Djibouti (2011-2012): Réparation, Normes de sécurité, Connaissance des matériaux, Pose de toitures, Travail en hauteur']","['Dr. Jennifer Alvarez, Superviseur, dr..jennifer.alvarez']",Français,pdf,modern
Ifra Saida Djamal Samatar,"Boulevard de la République, Djibouti",ifra.djamalsamatar@example.com,25377259172,Djibouti,Vitrier,9,Master en Vitrier,Lycée d’État de Djibouti,"Pose de vitres, Coupe, Précision, Service client, Réparation","CompTIA Security+ (École Nationale de Commerce), PMP (Centre de Formation Technique de Balbala), Microsoft Certified: Azure Fundamentals (Centre de Formation Technique de Balbala)","Arabe (Intermédiaire), Somali (Courant), Anglais (Débutant)","Football, Cuisine, Voyage","['Vitrier Junior chez Électricité de Djibouti (2022-2025): Coupe, Service client, Réparation, Pose de vitres, Précision', 'Vitrier Senior chez Noël Wagner S.A.R.L. (2017-2022): Précision, Coupe, Pose de vitres', 'Vitrier Junior chez Port de Djibouti (2016-2017): Réparation, Service client, Pose de vitres']","['Paul Maynard, Manager, paul.maynard']",Français,pdf,classic
Idriss Hassanali Hassan Kalif,"Cité Arhiba, Djibouti",idriss.hassankalif@example.com,25377123202,Djibouti,Serrurier,9,Baccalauréat,Université de Djibouti,"Fabrication de serrures, Dépannage, Installation, Connaissance des mécanismes, Service client","TOEFL (Lycée d’État de Djibouti), Scrum Master (Institut de Formation Professionnelle), PMP (Institut de Formation Professionnelle)","Arabe (Débutant), Français (Débutant)","Photographie, Musique","['Serrurier Junior chez Ministère de l’Éducation (2024-2025): Connaissance des mécanismes, Dépannage, Fabrication de serrures, Service client, Installation', 'Serrurier Junior chez Djibouti Telecom (2019-2024): Service client, Dépannage, Connaissance des mécanismes, Installation', 'Serrurier chez Banque de Djibouti (2017-2019): Dépannage, Connaissance des mécanismes, Installation', 'Serrurier Junior chez Djibouti Telecom (2016-2017): Fabrication de serrures, Installation, Connaissance des mécanismes, Service client, Dépannage']","['Claire Garnier, Collègue, claire.garnier']",Français,pdf,classic
Hawa Amal Saidou Barkat,"Quartier Ambouli, Djibouti",hawa.saidoubarkat@example.com,25377560794,Djibouti,Forgeron,7,Diplôme professionnel,Lycée d’État de Djibouti,"Conception, Travail des métaux, Créativité, Forge, Précision","Google Data Analytics (École Nationale de Commerce), IELTS (Institut de Formation Professionnelle)",Afar (Intermédiaire),"Musique, Football, Cuisine, Voyage","['Forgeron Junior chez Marion De Oliveira et Fils (2020-2025): Conception, Précision, Créativité, Forge', 'Forgeron chez Hôpital Général Peltier (2018-2020): Précision, Travail des métaux, Conception, Forge, Créativité']","['Alex Pelletier, Manager, alex.pelletier']",Français,pdf,classic
